Task,Metrics,Rhythm,Fold-1,Fold-2,Fold-3,Fold-4,Fold-5,Fold-6,Fold-7,Fold-8,Fold-9,Fold-10,Average,Std
valence,Accuracy,beta,0.38136574625968933,0.40596064925193787,0.41869214177131653,0.44502314925193787,0.41087964177131653,0.5896990895271301,0.5601851940155029,0.6151620149612427,0.6287615895271301,0.6336805820465088,0.5089409798383713,0.09953615097446503
